9th,"{9th}","{9th}","{9th}","{9th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Some-college,"{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college}","{Some-college, Masters, Bachelors, Doctorate}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Prof-school,"{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Prof-school}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
12th,"{12th}","{12th}","{12th, 11th}","{12th, 10th, 11th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
1st-4th,"{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{1st-4th}","{7th-8th, 1st-4th, 5th-6th}",*
Preschool,"{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Assoc-voc,"{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Assoc-acdm,"{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Assoc-acdm}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Doctorate,"{Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Some-college, Masters, Bachelors, Doctorate}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
11th,"{11th}","{11th}","{12th, 11th}","{12th, 10th, 11th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Masters,"{Masters}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Some-college, Masters, Bachelors, Doctorate}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
Bachelors,"{Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Masters, Bachelors, Doctorate}","{Some-college, Masters, Bachelors, Doctorate}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, Masters, Some-college, Bachelors, Preschool}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
HS-grad,"{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
10th,"{10th}","{10th}","{10th}","{12th, 10th, 11th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{12th, 9th, 11th, 10th}","{Doctorate, 10th, Masters, 12th, Some-college, Bachelors, 11th, Preschool, 9th}","{Assoc-voc, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}","{HS-grad, Assoc-voc, Prof-school, Doctorate, 10th, Masters, 12th, Some-college, Assoc-acdm, 11th, Bachelors, Preschool, 9th}",*
5th-6th,"{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{5th-6th}","{7th-8th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}",*
7th-8th,"{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th}","{7th-8th, 5th-6th}","{7th-8th, 1st-4th, 5th-6th}",*
